title,author,published_year,language,subjects,cover,content
shelley niro: scotiabank award,"ryan rice, wanda nanibush",2018,english,"indians of north america, pictorial works, exhibitions, awards, artistic photography, indian women photographers, women photographers, photography",https://covers.openlibrary.org/b/id/9175721-M.jpg,shelley niro: scotiabank award [SEP] ryan rice  wanda nanibush [SEP] indians of north america  pictorial works  exhibitions  awards  artistic photography  indian women photographers  women photographers  photography
signature art prize 2018: asia pacific breweries foundation,asia pacific breweries foundation,2018,english,"asian art, exhibitions, art, artists, biography, awards, central asia, pacific area, asia, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,signature art prize 2018: asia pacific breweries foundation [SEP] asia pacific breweries foundation [SEP] asian art  exhibitions  art  artists  biography  awards  central asia  pacific area  asia  21st century
sustainable design 6: vers une nouvelle éthique pour l'architecture et la ville = towards a new ethics for architecture and the city,marie-hélène contal,2018,"french, english","sustainable design, sustainable architecture, global award for sustainable architecture, competitions, awards, france",https://openlibrary.org/images/icons/avatar_book-sm.png,sustainable design 6: vers une nouvelle éthique pour l'architecture et la ville = towards a new ethics for architecture and the city [SEP] marie-hélène contal [SEP] sustainable design  sustainable architecture  global award for sustainable architecture  competitions  awards  france
swiss architectural award 2018,nicola navone,2018,italian,"modern architecture, exhibitions, architecture, awards, switzerland, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,swiss architectural award 2018 [SEP] nicola navone [SEP] modern architecture  exhibitions  architecture  awards  switzerland  21st century
ten,pictet pictet group,2018,english,"documentary photography, awards, sustainability, pictorial works, artistic photography, prix pictet, prix pictet (uri) http://id.loc.gov/authorities/names/no2012005708 (uri) http://viaf.org/viaf/sourceid/lc|no2012005708",https://openlibrary.org/images/icons/avatar_book-sm.png,ten [SEP] pictet pictet group [SEP] documentary photography  awards  sustainability  pictorial works  artistic photography  prix pictet  prix pictet (uri) http://id.loc.gov/authorities/names/no2012005708 (uri) http://viaf.org/viaf/sourceid/lc|no2012005708
tercer gran premio nacional de periodismo gonzo 2017,rodrigo islas brito,2018,spanish,"journalism, awards, mexico, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,tercer gran premio nacional de periodismo gonzo 2017 [SEP] rodrigo islas brito [SEP] journalism  awards  mexico  21st century
the family tabor,cherise wolas,2018,english,"families, secrecy, awards, fiction, fiction, family life, jews, fiction",https://openlibrary.org/images/icons/avatar_book-sm.png,the family tabor [SEP] cherise wolas [SEP] families  secrecy  awards  fiction  fiction  family life  jews  fiction
the hugo boss prize 2018,solomon r. guggenheim museum,2018,english,"hugo boss prize, modern art, awards, kunstpreis, bouchra khalili (1975-), simone leigh (1968-), teresa margolles (1963-), emeka ogboh (1977-), frances stark (1967-), wu tsang (1982-), 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,the hugo boss prize 2018 [SEP] solomon r. guggenheim museum [SEP] hugo boss prize  modern art  awards  kunstpreis  bouchra khalili (1975-)  simone leigh (1968-)  teresa margolles (1963-)  emeka ogboh (1977-)  frances stark (1967-)  wu tsang (1982-)  21st century
"toshokan, shuppan bunka no shōjiten: a reference guide to awards and prizes of libraries and publication culture",nichigai asoshiētsu,2018,japanese,"libraries and publishing, directories, awards, japan",https://openlibrary.org/images/icons/avatar_book-sm.png,toshokan  shuppan bunka no shōjiten: a reference guide to awards and prizes of libraries and publication culture [SEP] nichigai asoshiētsu [SEP] libraries and publishing  directories  awards  japan
"under 30: giovane arte svizzera, premio kiefer hablitzel 2017, xiii edizione = junge schweizer kunst, kiefer hablitzel preis 2017, xiii edition",elio schenini,2018,italian,"swiss art, exhibitions, kiefer hablitzel preis, young artists, art, awards, switzerland, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,under 30: giovane arte svizzera  premio kiefer hablitzel 2017  xiii edizione = junge schweizer kunst  kiefer hablitzel preis 2017  xiii edition [SEP] elio schenini [SEP] swiss art  exhibitions  kiefer hablitzel preis  young artists  art  awards  switzerland  21st century
uses of reason in the evaluation of artworks: commentaries on the turner prize,les gillon,2018,english,"art and society, art criticism, turner prize, art, awards",https://openlibrary.org/images/icons/avatar_book-sm.png,uses of reason in the evaluation of artworks: commentaries on the turner prize [SEP] les gillon [SEP] art and society  art criticism  turner prize  art  awards
verleihung des elften würth-preises für europäische literatur an christoph ransmayr,stiftung würth,2018,german,"awards, european literature, christoph ransmayr (1954-)",https://openlibrary.org/images/icons/avatar_book-sm.png,verleihung des elften würth-preises für europäische literatur an christoph ransmayr [SEP] stiftung würth [SEP] awards  european literature  christoph ransmayr (1954-)
"villes et territoires en diagonale: pierre veltz, grand prix de l'urbanisme 2017, nominés jacques lévy, philippe madec, alfred peter","ariella masboungi, mireille guignard",2018,french,"awards, grand prix de l'urbanisme, city planning, modern architecture, architecture, history, pierre veltz, france, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,villes et territoires en diagonale: pierre veltz  grand prix de l'urbanisme 2017  nominés jacques lévy  philippe madec  alfred peter [SEP] ariella masboungi  mireille guignard [SEP] awards  grand prix de l'urbanisme  city planning  modern architecture  architecture  history  pierre veltz  france  21st century
volgogradt︠s︡y - kavalery ordena aleksandra nevskogo,a. v. materikin,2018,russian,"stalingrad, battle of, volgograd, russia, 1942-1943, medals, awards, veterans, biography, world war, 1939-1945, medals, badges, decorations, soviet union. raboche-krestʹi︠a︡nskai︠a︡ krasnai︠a︡ armii︠a︡, soviet union, russia (federation), volgograd, volgograd (russia), stalingradskai︠a︡ oblastʹ",https://openlibrary.org/images/icons/avatar_book-sm.png,volgogradt︠s︡y - kavalery ordena aleksandra nevskogo [SEP] a. v. materikin [SEP] stalingrad  battle of  volgograd  russia  1942-1943  medals  awards  veterans  biography  world war  1939-1945  medals  badges  decorations  soviet union. raboche-krestʹi︠a︡nskai︠a︡ krasnai︠a︡ armii︠a︡  soviet union  russia (federation)  volgograd  volgograd (russia)  stalingradskai︠a︡ oblastʹ
von gorbatschow bis biermann: der point-alpha-preis für die einheit deutschlands und europas,"jürgen aretz, christine lieberknecht",2018,german,"peace, awards, award presentations, germany, europe",https://openlibrary.org/images/icons/avatar_book-sm.png,von gorbatschow bis biermann: der point-alpha-preis für die einheit deutschlands und europas [SEP] jürgen aretz  christine lieberknecht [SEP] peace  awards  award presentations  germany  europe
was ist wahr: kunstpreis der erzdiözese freiburg 2019,isabelle von marschall,2018,german,"modern art, exhibitions, art and religion, art, awards, germany, freiburg im breisgau, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,was ist wahr: kunstpreis der erzdiözese freiburg 2019 [SEP] isabelle von marschall [SEP] modern art  exhibitions  art and religion  art  awards  germany  freiburg im breisgau  21st century
wenn wir den atem anhalten: ulrich-grasnick-lyrikpreis 2017,"almut armélin, ulrich grasnick",2018,german,"german poetry, literary prizes, awards, ulrich grasnick, germany",https://openlibrary.org/images/icons/avatar_book-sm.png,wenn wir den atem anhalten: ulrich-grasnick-lyrikpreis 2017 [SEP] almut armélin  ulrich grasnick [SEP] german poetry  literary prizes  awards  ulrich grasnick  germany
wildlife photographer of the year: highlights 27,the natural history museum,2018,english,"animals, pictorial works, nature, awards, great britain, pictorial works",https://covers.openlibrary.org/b/id/8812303-M.jpg,wildlife photographer of the year: highlights 27 [SEP] the natural history museum [SEP] animals  pictorial works  nature  awards  great britain  pictorial works
wildlife photographer of the year: unforgettable underwater photography,rosamund kidman cox,2018,english,"underwater photography, marine animals, deep-sea animals, pictorial works, wildlife photography, awards, animals, fishes, marine photography, nature, photography, competitions",https://covers.openlibrary.org/b/id/8813461-M.jpg,wildlife photographer of the year: unforgettable underwater photography [SEP] rosamund kidman cox [SEP] underwater photography  marine animals  deep-sea animals  pictorial works  wildlife photography  awards  animals  fishes  marine photography  nature  photography  competitions
"xix bijenale studentske grafike srbije, 12-31. 5. 2018","maida gruden, iva kijevčanin",2018,serbian,"graphic arts, study and teaching, technique, awards, competitions, exhibitions, prints, graphic artists, art students, college students' art, bijenale studentske grafike srbije, serbia",https://openlibrary.org/images/icons/avatar_book-sm.png,xix bijenale studentske grafike srbije  12-31. 5. 2018 [SEP] maida gruden  iva kijevčanin [SEP] graphic arts  study and teaching  technique  awards  competitions  exhibitions  prints  graphic artists  art students  college students' art  bijenale studentske grafike srbije  serbia
yayin ḥalomot: asupat sipurim zokhe peras gefen,rani graff,2018,hebrew,"hebrew short stories, hebrew science fiction, hebrew fantasy fiction, peras gefen, science fiction, awards, fantasy fiction, israel",https://openlibrary.org/images/icons/avatar_book-sm.png,yayin ḥalomot: asupat sipurim zokhe peras gefen [SEP] rani graff [SEP] hebrew short stories  hebrew science fiction  hebrew fantasy fiction  peras gefen  science fiction  awards  fantasy fiction  israel
young architects 18: permanence,"the architectural league of new york, mimi hoang, anne rieselbach",2018,english,"architecture, united states, architects, exhibitions, architecture, awards, modern architecture, history, installations (art), young architects, architectural league prize for young architects and designers, architectural league prize for young architects and designers (uri) http://id.loc.gov/authorities/names/n2010082694 (uri) http://viaf.org/viaf/sourceid/lc|n2010082694, architectural league prize for young architects and designers fast (ocolc)fst01776258 (uri) http://id.worldcat.org/fast/fst01776258",https://openlibrary.org/images/icons/avatar_book-sm.png,young architects 18: permanence [SEP] the architectural league of new york  mimi hoang  anne rieselbach [SEP] architecture  united states  architects  exhibitions  architecture  awards  modern architecture  history  installations (art)  young architects  architectural league prize for young architects and designers  architectural league prize for young architects and designers (uri) http://id.loc.gov/authorities/names/n2010082694 (uri) http://viaf.org/viaf/sourceid/lc|n2010082694  architectural league prize for young architects and designers fast (ocolc)fst01776258 (uri) http://id.worldcat.org/fast/fst01776258
young architects: support,architectural league of new york,2018,english,"architecture, awards, history, young architects, architectural league prize for young architects and designers, architectural league prize for young architects and designers. fast (ocolc)fst01776258, united states, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,young architects: support [SEP] architectural league of new york [SEP] architecture  awards  history  young architects  architectural league prize for young architects and designers  architectural league prize for young architects and designers. fast (ocolc)fst01776258  united states  21st century
young talent architectture award 2018,"ivan blasi, anna sala giralt",2018,english,"architecture, history, designs and plans, domestic architecture, housing, architecture and society, awards, young architects, europe, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,young talent architectture award 2018 [SEP] ivan blasi  anna sala giralt [SEP] architecture  history  designs and plans  domestic architecture  housing  architecture and society  awards  young architects  europe  21st century
young talent architecture award 2016,"ivan blasi, anna sala giralt",2018,english,"architecture, history, designs and plans, domestic architecture, housing, architecture and society, awards, young architects, europe, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,young talent architecture award 2016 [SEP] ivan blasi  anna sala giralt [SEP] architecture  history  designs and plans  domestic architecture  housing  architecture and society  awards  young architects  europe  21st century
zhenskie nagrady rossiĭskoĭ imperii za milosergie,s. s. levin,2018,russian,"women, awards, history, women philanthropists, decorations of honor, medals, women medalists, miscellanea, russia, russia (federation)",https://openlibrary.org/images/icons/avatar_book-sm.png,zhenskie nagrady rossiĭskoĭ imperii za milosergie [SEP] s. s. levin [SEP] women  awards  history  women philanthropists  decorations of honor  medals  women medalists  miscellanea  russia  russia (federation)
ø ʹ đ đ ♭ ơ ʹ œ ø,ł ơ £ ♭ đ ʹ .,2018,arabic,"decorations of honor, awards, za yid ibn sult đa n a l nahayya n (1918-2004), united arab emirates",https://openlibrary.org/images/icons/avatar_book-sm.png,ø ʹ đ đ ♭ ơ ʹ œ ø [SEP] ł ơ £ ♭ đ ʹ . [SEP] decorations of honor  awards  za yid ibn sult đa n a l nahayya n (1918-2004)  united arab emirates
"ארטיק 2: תערוכת הזוכים במלגות קרן התרבות אמריקה־ישראל, מפעל המלגות ע״ש שרת בתחומים : אמנות, צילום, תקשורת חזותית, עיצוב במה, עיצוב תעשייתי, עיצוב קרמי, עיתוב מתכת, עיצוב טקסטיל, מולטמדיה ואדריכלות","smadar sheffi, america-israel cultural foundation",2018,hebrew,"architecture, awards, art, industrial design, exhibitions, israel",https://openlibrary.org/images/icons/avatar_book-sm.png,ארטיק 2: תערוכת הזוכים במלגות קרן התרבות אמריקה־ישראל  מפעל המלגות ע״ש שרת בתחומים : אמנות  צילום  תקשורת חזותית  עיצוב במה  עיצוב תעשייתי  עיצוב קרמי  עיתוב מתכת  עיצוב טקסטיל  מולטמדיה ואדריכלות [SEP] smadar sheffi  america-israel cultural foundation [SEP] architecture  awards  art  industrial design  exhibitions  israel
עשור לפעילות: אות הנשיא למתנדב,gimlaʼim mitnadvim be-maʻarekhet ha-ḥinu...,2018,hebrew,"education, awards, retirees, volunteers, israel",https://openlibrary.org/images/icons/avatar_book-sm.png,עשור לפעילות: אות הנשיא למתנדב [SEP] gimlaʼim mitnadvim be-maʻarekhet ha-ḥinu... [SEP] education  awards  retirees  volunteers  israel
פרס דניאלי: רפואה עם לב,ḳeren daniʼeli,2018,hebrew,"awards, medicine, daniʼeli zonenfeld, israel",https://openlibrary.org/images/icons/avatar_book-sm.png,פרס דניאלי: רפואה עם לב [SEP] ḳeren daniʼeli [SEP] awards  medicine  daniʼeli zonenfeld  israel
为中国而设计: di ba jie quan guo huan jing yi shu she ji da zhan ru xuan lun wen ji,"徐里, 苏丹, 中国美术家协会, 中国美术家协会. 环境艺术设计委员会, 广州美术学院, china) quan fuo huan jing yi shu she ji ...",2018,chinese,"architecture, awards, architectural design, exhibitions, space (architecture), china",https://openlibrary.org/images/icons/avatar_book-sm.png,为中国而设计: di ba jie quan guo huan jing yi shu she ji da zhan ru xuan lun wen ji [SEP] 徐里  苏丹  中国美术家协会  中国美术家协会. 环境艺术设计委员会  广州美术学院  china) quan fuo huan jing yi shu she ji ... [SEP] architecture  awards  architectural design  exhibitions  space (architecture)  china
광복회 50년사,광복회 (korea),2018,korean,"history, korean resistance movements, 1905-1945, awards, medals, kwangbokhoe (korea), korean resistance movements (1905-1945) fast (ocolc)fst00988900 (uri) http://id.worldcat.org/fast/fst00988900 (uri) http://id.loc.gov/authorities/subjects/sh85073112, korea (south)",https://openlibrary.org/images/icons/avatar_book-sm.png,광복회 50년사 [SEP] 광복회 (korea) [SEP] history  korean resistance movements  1905-1945  awards  medals  kwangbokhoe (korea)  korean resistance movements (1905-1945) fast (ocolc)fst00988900 (uri) http://id.worldcat.org/fast/fst00988900 (uri) http://id.loc.gov/authorities/subjects/sh85073112  korea (south)
"""es geht um's tun und nicht um's siegen"": erich-mu hsam-preis 2016 an konstantin wecker : erich-mu hsam-fo rderpreis 2016 an das lu becker flu chtlingsforum : stifter der preise : frank-thomas gaulin",erich-mu hsam-gesellschaft,2017,german,"awards, erich-mu hsam-preis, lu becker flu chtlingsforum, konstantin wecker, erich mu hsam (1878-1934)",https://openlibrary.org/images/icons/avatar_book-sm.png,"""es geht um's tun und nicht um's siegen"": erich-mu hsam-preis 2016 an konstantin wecker : erich-mu hsam-fo rderpreis 2016 an das lu becker flu chtlingsforum : stifter der preise : frank-thomas gaulin [SEP] erich-mu hsam-gesellschaft [SEP] awards  erich-mu hsam-preis  lu becker flu chtlingsforum  konstantin wecker  erich mu hsam (1878-1934)"
"20 godina ""miholjdanske povelje"": biser čelinačke kulture","jelena ivanković, borislav maksimović",2017,serbian,"arts, awards, literary prizes, intellectual life, bosnia and herzegovina, čelinac, čelinac (bosnia and herzegovina)",https://openlibrary.org/images/icons/avatar_book-sm.png,"20 godina ""miholjdanske povelje"": biser čelinačke kulture [SEP] jelena ivanković  borislav maksimović [SEP] arts  awards  literary prizes  intellectual life  bosnia and herzegovina  čelinac  čelinac (bosnia and herzegovina)"
2005-2016 premio coam: arquitectura contemporánea de madrid,edgar gonzález,2017,spanish,"modern architecture, exhibitions, awards, spain, madrid",https://openlibrary.org/images/icons/avatar_book-sm.png,2005-2016 premio coam: arquitectura contemporánea de madrid [SEP] edgar gonzález [SEP] modern architecture  exhibitions  awards  spain  madrid
"<script>alert(""!mediengruppe bitnik"");</script>: prix de la société des arts de genève 2017","aude launay, felicity lunn, boris magrini",2017,english,"exhibitions, new media art, art, awards, !mediengruppe bitnik, switzerland",https://openlibrary.org/images/icons/avatar_book-sm.png,"<script>alert(""!mediengruppe bitnik"");</script>: prix de la société des arts de genève 2017 [SEP] aude launay  felicity lunn  boris magrini [SEP] exhibitions  new media art  art  awards  !mediengruppe bitnik  switzerland"
a grammy salute to music legends: all-star artists pay tribute to their musical heroes,david konjoyan,2017,english,"popular music, entertainers, sound recording industry, musicians, awards, sound recordings, music, grammy awards, grammy awards, musicians -- awards, sound recordings -- awards, sound recording industry -- awards, popular music -- awards, music -- awards, entertainers -- awards",https://covers.openlibrary.org/b/id/14471472-M.jpg,a grammy salute to music legends: all-star artists pay tribute to their musical heroes [SEP] david konjoyan [SEP] popular music  entertainers  sound recording industry  musicians  awards  sound recordings  music  grammy awards  grammy awards  musicians -- awards  sound recordings -- awards  sound recording industry -- awards  popular music -- awards  music -- awards  entertainers -- awards
"adaptation, awards culture, and the value of prestige","colleen kennedy-karpat, eric sandberg",2017,english,"literature, adaptations, history and criticism, film adaptations, stage adaptations, social influence, social status, prestige, awards, social aspects",https://openlibrary.org/images/icons/avatar_book-sm.png,adaptation  awards culture  and the value of prestige [SEP] colleen kennedy-karpat  eric sandberg [SEP] literature  adaptations  history and criticism  film adaptations  stage adaptations  social influence  social status  prestige  awards  social aspects
al-fīlm al-miṣrī: miʼat ʻām min al-jawāʼiz,ziyād fāyid,2017,arabic,"motion pictures, history, awards, motion picture actors and actresses, film festivals, catalogs, egypt",https://openlibrary.org/images/icons/avatar_book-sm.png,al-fīlm al-miṣrī: miʼat ʻām min al-jawāʼiz [SEP] ziyād fāyid [SEP] motion pictures  history  awards  motion picture actors and actresses  film festivals  catalogs  egypt
alexandra meyer,alexandra meyer,2017,"german, english","exhibitions, interviews, performance art, video art, conceptual art, art, awards, alexandra meyer (1984-), switzerland, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,alexandra meyer [SEP] alexandra meyer [SEP] exhibitions  interviews  performance art  video art  conceptual art  art  awards  alexandra meyer (1984-)  switzerland  21st century
architecture and plurality: aga khan award for architecture 2016,mohsen mostafavi,2017,english,"architecture, awards, history, architecture and society, aga khan award for architecture (organization)",https://openlibrary.org/images/icons/avatar_book-sm.png,architecture and plurality: aga khan award for architecture 2016 [SEP] mohsen mostafavi [SEP] architecture  awards  history  architecture and society  aga khan award for architecture (organization)
architettura e preesistenze: premio internazionale domus restauro e conservazione fassa bortolo,"marcello balzani, riccardo dalla negra",2017,italian,"architecture, conservation and restoration, historic sites, awards",https://openlibrary.org/images/icons/avatar_book-sm.png,architettura e preesistenze: premio internazionale domus restauro e conservazione fassa bortolo [SEP] marcello balzani  riccardo dalla negra [SEP] architecture  conservation and restoration  historic sites  awards
"arles 2017, les rencontres de la photographie","arles, rencontres de la photographie (48...",2017,french,"artistic photography, photography, awards, competitions",https://openlibrary.org/images/icons/avatar_book-sm.png,arles 2017  les rencontres de la photographie [SEP] arles  rencontres de la photographie (48... [SEP] artistic photography  photography  awards  competitions
"art prize cbm: premio carlo bonatto minetta, 2017-2018",silvana editoriale,2017,italian,"modern art, exhibitions, art, awards, art prize cbm, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,art prize cbm: premio carlo bonatto minetta  2017-2018 [SEP] silvana editoriale [SEP] modern art  exhibitions  art  awards  art prize cbm  21st century
bauherrenpreis '17,franziska leeb,2017,german,"bauherrenpreis der zentralvereinigung der architektinnen und architekten österreichs, exhibitions, architecture, competitions, awards, architects and builders, history, buildings, structures, modern architecture, buildings, austria, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,bauherrenpreis '17 [SEP] franziska leeb [SEP] bauherrenpreis der zentralvereinigung der architektinnen und architekten österreichs  exhibitions  architecture  competitions  awards  architects and builders  history  buildings  structures  modern architecture  buildings  austria  21st century
chasing bocuse: america's journey to the culinary world stage,philip tessier,2017,english,"cooks, cooking, bocuse d'or (competition) (2015 : lyon, france), competitions, awards, biography, cooks, biography, tessier, philip -- awards, cooks -- united states -- biography, cooking -- competitions -- france -- lyon, philip tessier, united states, lyon, france",https://covers.openlibrary.org/b/id/14450218-M.jpg,chasing bocuse: america's journey to the culinary world stage [SEP] philip tessier [SEP] cooks  cooking  bocuse d'or (competition) (2015 : lyon  france)  competitions  awards  biography  cooks  biography  tessier  philip -- awards  cooks -- united states -- biography  cooking -- competitions -- france -- lyon  philip tessier  united states  lyon  france
come vincere un nobel: il premio più famoso della scienza,massimiano bucchi,2017,italian,"nobel prizes, nobel prize winners, science, awards",https://openlibrary.org/images/icons/avatar_book-sm.png,come vincere un nobel: il premio più famoso della scienza [SEP] massimiano bucchi [SEP] nobel prizes  nobel prize winners  science  awards
"cyberarts 2016 : international compendium: prix ars electronica, starts prize '16","hannes leopoldseder, christine schöpf, gerfried stocker",2017,english,"computer art, computer animation, awards, technology and the arts, competitions, computer music",https://openlibrary.org/images/icons/avatar_book-sm.png,cyberarts 2016 : international compendium: prix ars electronica  starts prize '16 [SEP] hannes leopoldseder  christine schöpf  gerfried stocker [SEP] computer art  computer animation  awards  technology and the arts  competitions  computer music
das schaffhauser haus: wertschöpfung und baukultur im werkraum schaffhausen,andreas jud,2017,german,"architecture, city planning, awards, switzerland, schaffhausen",https://openlibrary.org/images/icons/avatar_book-sm.png,das schaffhauser haus: wertschöpfung und baukultur im werkraum schaffhausen [SEP] andreas jud [SEP] architecture  city planning  awards  switzerland  schaffhausen
"das skulpturenprojekt: skizzen, modelle, skulpturen : liz bachhuber, pascal dombis, mareike drobny, philipp goldbach, daniel roth, katja strunz",wendelin renn,2017,german,"sculpture, exhibitions, drawing, public sculpture, modern sculpture, awards, germany, villingen-schwenningen, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,das skulpturenprojekt: skizzen  modelle  skulpturen : liz bachhuber  pascal dombis  mareike drobny  philipp goldbach  daniel roth  katja strunz [SEP] wendelin renn [SEP] sculpture  exhibitions  drawing  public sculpture  modern sculpture  awards  germany  villingen-schwenningen  21st century
después de matar al oso pardo,josemaría camacho sevilla,2017,spanish,"mexican fiction, awards, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,después de matar al oso pardo [SEP] josemaría camacho sevilla [SEP] mexican fiction  awards  21st century
die deutschen friedensnobelpreiskandidaten im kaiserreich 1901-1918,thomas sirges,2017,german,"nobel prizes, germany, biography, nobel prize winners, biography, pacifists, history, peace, awards",https://covers.openlibrary.org/b/id/13603453-M.jpg,die deutschen friedensnobelpreiskandidaten im kaiserreich 1901-1918 [SEP] thomas sirges [SEP] nobel prizes  germany  biography  nobel prize winners  biography  pacifists  history  peace  awards
dutch design today: dutch design awards 2017,leendert sonnevelt,2017,english,"design, awards, designers, interviews, netherlands",https://openlibrary.org/images/icons/avatar_book-sm.png,dutch design today: dutch design awards 2017 [SEP] leendert sonnevelt [SEP] design  awards  designers  interviews  netherlands
enabling the enablers,osama manzar,2017,english,"technological innovations, awards, competitions, information technology, non-governmental organizations, south asia",https://openlibrary.org/images/icons/avatar_book-sm.png,enabling the enablers [SEP] osama manzar [SEP] technological innovations  awards  competitions  information technology  non-governmental organizations  south asia
ephemere,"jáchym fleig, martina sprotte",2017,german,"exhibitions, installations (art), art, awards, jáchym fleig (1970-), germany",https://openlibrary.org/images/icons/avatar_book-sm.png,ephemere [SEP] jáchym fleig  martina sprotte [SEP] exhibitions  installations (art)  art  awards  jáchym fleig (1970-)  germany
españa en la guerra civil europea: contribuciones de un hispanista,paul preston,2017,spanish,"awards, history, relations, paul preston (1946-), spain, europe, 20th century, 1871-1918, 1918-1945",https://openlibrary.org/images/icons/avatar_book-sm.png,españa en la guerra civil europea: contribuciones de un hispanista [SEP] paul preston [SEP] awards  history  relations  paul preston (1946-)  spain  europe  20th century  1871-1918  1918-1945
esra oezen: wirklichkeitserfahrung,esra oezen,2017,german,"exhibitions, art, awards, esra oezen (1986-), germany",https://openlibrary.org/images/icons/avatar_book-sm.png,esra oezen: wirklichkeitserfahrung [SEP] esra oezen [SEP] exhibitions  art  awards  esra oezen (1986-)  germany
"eu mies award 17: european union prize for contemporary architecture, mies van der rohe award","ivan blasi, anna sala giralt",2017,english,"architecture, awards, history, mies van der rohe award for european architecture, europe, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,eu mies award 17: european union prize for contemporary architecture  mies van der rohe award [SEP] ivan blasi  anna sala giralt [SEP] architecture  awards  history  mies van der rohe award for european architecture  europe  21st century
gai bian cong xin: 唐獎第二屆得主的故事,fangju xu,2017,chinese,"award winners, biography, awards, taiwan",https://openlibrary.org/images/icons/avatar_book-sm.png,gai bian cong xin: 唐獎第二屆得主的故事 [SEP] fangju xu [SEP] award winners  biography  awards  taiwan
gandhi and the nobel peace prize,rajinder singh,2017,english,"gandhi, mahatma, 1869-1948, peace, nobel prizes, nobel prizes, history, awards, history, india & south asia",https://openlibrary.org/images/icons/avatar_book-sm.png,gandhi and the nobel peace prize [SEP] rajinder singh [SEP] gandhi  mahatma  1869-1948  peace  nobel prizes  nobel prizes  history  awards  history  india & south asia
gibore yiśraʼel meḳable tsiyun le-shevaḥ shel ha-aluf: heroes of israel recipients major general (aluf) citation,offer drori,2017,hebrew,"medals, badges, decorations, biography, armed forces, israel. tseva haganah le-yiśraʼel, israel, soldiers, awards",https://openlibrary.org/images/icons/avatar_book-sm.png,gibore yiśraʼel meḳable tsiyun le-shevaḥ shel ha-aluf: heroes of israel recipients major general (aluf) citation [SEP] offer drori [SEP] medals  badges  decorations  biography  armed forces  israel. tseva haganah le-yiśraʼel  israel  soldiers  awards
grenzen: borders : architekturbild : european architectural photography prize 2017,deutsches architekturmuseum,2017,german,"architectural photography, awards, europe",https://openlibrary.org/images/icons/avatar_book-sm.png,grenzen: borders : architekturbild : european architectural photography prize 2017 [SEP] deutsches architekturmuseum [SEP] architectural photography  awards  europe
healthy housing awards: 10th anniversary,"a. galiano garrigós, carmina revert",2017,english,"sustainable architecture, awards, domestic architecture, housing and health, competitions, spain, alicante",https://openlibrary.org/images/icons/avatar_book-sm.png,healthy housing awards: 10th anniversary [SEP] a. galiano garrigós  carmina revert [SEP] sustainable architecture  awards  domestic architecture  housing and health  competitions  spain  alicante
häuser des jahres,peter cachola schmal,2017,german,"haus des jahres (award), catalogs, domestic architecture, awards, single family housing, designs and plans, modern architecture, german-speaking europe, 21st century",https://covers.openlibrary.org/b/id/14181793-M.jpg,häuser des jahres [SEP] peter cachola schmal [SEP] haus des jahres (award)  catalogs  domestic architecture  awards  single family housing  designs and plans  modern architecture  german-speaking europe  21st century
"interview with mo ibrahim, interviewed by tarun khanna, london, united kingdom","mo ibrahim, tarun khanna, harvard business school",2017,english,"interviews, telecommunication, businessmen, corruption, entrepreneurship, infrastructure (economics), leadership, awards, new business enterprises, finance, personnel management, business, history, commerce, politics and government, statistics, celtel (firm), mo ibrahim foundation, mo ibrahim (1946-), africa, sub-saharan africa",https://openlibrary.org/images/icons/avatar_book-sm.png,interview with mo ibrahim  interviewed by tarun khanna  london  united kingdom [SEP] mo ibrahim  tarun khanna  harvard business school [SEP] interviews  telecommunication  businessmen  corruption  entrepreneurship  infrastructure (economics)  leadership  awards  new business enterprises  finance  personnel management  business  history  commerce  politics and government  statistics  celtel (firm)  mo ibrahim foundation  mo ibrahim (1946-)  africa  sub-saharan africa
interviews with the abel prize laureates 2003-2016,martin raussen,2017,english,"mathematicians, interviews, mathematics, awards",https://openlibrary.org/images/icons/avatar_book-sm.png,interviews with the abel prize laureates 2003-2016 [SEP] martin raussen [SEP] mathematicians  interviews  mathematics  awards
julian turner: lösungen = solutions,julian turner,2017,german,"exhibitions, art, awards, julian turner (1985-), austria",https://openlibrary.org/images/icons/avatar_book-sm.png,julian turner: lösungen = solutions [SEP] julian turner [SEP] exhibitions  art  awards  julian turner (1985-)  austria
